VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_TEXCOORD0.x, in_TEXCOORD0.y
396, 105, -0.15041,  0.11865,  0.08077,  0.68669,  0.65512
397, 98, -0.14887,  0.10645,  0.09961,  0.73836,  0.64968
398, 102, -0.13091,  0.10444,  0.09633,  0.73417,  0.60837
399, 102, -0.13091,  0.10444,  0.09633,  0.73417,  0.60837
400, 106, -0.13152,  0.11562,  0.07843,  0.68386,  0.61293
401, 105, -0.15041,  0.11865,  0.08077,  0.68669,  0.65512
402, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
403, 102, -0.13091,  0.10444,  0.09633,  0.73417,  0.60837
404, 103, -0.12867,  0.08812,  0.10953,  0.78334,  0.59919
405, 106, -0.13152,  0.11562,  0.07843,  0.68386,  0.61293
406, 102, -0.13091,  0.10444,  0.09633,  0.73417,  0.60837
407, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
408, 103, -0.12867,  0.08812,  0.10953,  0.78334,  0.59919
409, 108, -0.10614,  0.08987,  0.10484,  0.77065,  0.54733
410, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
411, 107, -0.10741,  0.10319,  0.09302,  0.72767,  0.55508
412, 109, -0.10815,  0.11081,  0.07675,  0.68358,  0.56085
413, 106, -0.13152,  0.11562,  0.07843,  0.68386,  0.61293
414, 103, -0.12867,  0.08812,  0.10953,  0.78334,  0.59919
415, 101, -0.14724,  0.08762,  0.11585,  0.79515,  0.64264
416, 110, -0.12511,  0.06897,  0.12142,  0.83584,  0.58655
417, 108, -0.10614,  0.08987,  0.10484,  0.77065,  0.54733
418, 103, -0.12867,  0.08812,  0.10953,  0.78334,  0.59919
419, 110, -0.12511,  0.06897,  0.12142,  0.83584,  0.58655
420, 100, -0.16955,  0.08681,  0.11927,  0.80337,  0.69396
421, 111, -0.14546,  0.06723,  0.12701,  0.84803,  0.63436
422, 101, -0.14724,  0.08762,  0.11585,  0.79515,  0.64264
423, 110, -0.12511,  0.06897,  0.12142,  0.83584,  0.58655
424, 101, -0.14724,  0.08762,  0.11585,  0.79515,  0.64264
425, 111, -0.14546,  0.06723,  0.12701,  0.84803,  0.63436
426, 100, -0.16955,  0.08681,  0.11927,  0.80337,  0.69396
427, 112, -0.16803,  0.064,  0.13045,  0.86123,  0.68657
428, 111, -0.14546,  0.06723,  0.12701,  0.84803,  0.63436
429, 113, -0.21016,  0.10163,  0.10573,  0.75878,  0.78869
430, 99, -0.1712,  0.10648,  0.10204,  0.74409,  0.70007
431, 104, -0.17301,  0.12044,  0.08252,  0.68982,  0.70582
432, 104, -0.17301,  0.12044,  0.08252,  0.68982,  0.70582
433, 114, -0.21468,  0.11694,  0.08555,  0.70148,  0.80012
434, 113, -0.21016,  0.10163,  0.10573,  0.75878,  0.78869
435, 104, -0.17301,  0.12044,  0.08252,  0.68982,  0.70582
436, 115, -0.2178,  0.13122,  0.06067,  0.63936,  0.80541
437, 114, -0.21468,  0.11694,  0.08555,  0.70148,  0.80012
438, 115, -0.2178,  0.13122,  0.06067,  0.63936,  0.80541
439, 104, -0.17301,  0.12044,  0.08252,  0.68982,  0.70582
440, 116, -0.17364,  0.13454,  0.05961,  0.63476,  0.70557
441, 117, -0.2552,  0.08717,  0.10621,  0.7752,  0.89592
442, 113, -0.21016,  0.10163,  0.10573,  0.75878,  0.78869
443, 114, -0.21468,  0.11694,  0.08555,  0.70148,  0.80012
444, 117, -0.2552,  0.08717,  0.10621,  0.7752,  0.89592
445, 118, -0.23633,  0.07415,  0.12105,  0.82523,  0.85202
446, 113, -0.21016,  0.10163,  0.10573,  0.75878,  0.78869
447, 113, -0.21016,  0.10163,  0.10573,  0.75878,  0.78869
448, 118, -0.23633,  0.07415,  0.12105,  0.82523,  0.85202
449, 119, -0.20547,  0.08316,  0.12086,  0.81293,  0.77708
450, 114, -0.21468,  0.11694,  0.08555,  0.70148,  0.80012
451, 120, -0.26673,  0.10348,  0.08433,  0.70856,  0.92098
452, 117, -0.2552,  0.08717,  0.10621,  0.7752,  0.89592
453, 120, -0.26673,  0.10348,  0.08433,  0.70856,  0.92098
454, 114, -0.21468,  0.11694,  0.08555,  0.70148,  0.80012
455, 115, -0.2178,  0.13122,  0.06067,  0.63936,  0.80541
456, 121, -0.14263,  0.03662,  0.13325,  0.91886,  0.61842
457, 111, -0.14546,  0.06723,  0.12701,  0.84803,  0.63436
458, 112, -0.16803,  0.064,  0.13045,  0.86123,  0.68657
459, 112, -0.16803,  0.064,  0.13045,  0.86123,  0.68657
460, 122, -0.165,  0.03152,  0.13673,  0.93703,  0.66901
461, 121, -0.14263,  0.03662,  0.13325,  0.91886,  0.61842
462, 110, -0.12511,  0.06897,  0.12142,  0.83584,  0.58655
463, 111, -0.14546,  0.06723,  0.12701,  0.84803,  0.63436
464, 123, -0.12138,  0.04079,  0.1271,  0.90163,  0.5683
465, 111, -0.14546,  0.06723,  0.12701,  0.84803,  0.63436
466, 121, -0.14263,  0.03662,  0.13325,  0.91886,  0.61842
467, 123, -0.12138,  0.04079,  0.1271,  0.90163,  0.5683
468, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
469, 110, -0.12511,  0.06897,  0.12142,  0.83584,  0.58655
470, 123, -0.12138,  0.04079,  0.1271,  0.90163,  0.5683
471, 123, -0.12138,  0.04079,  0.1271,  0.90163,  0.5683
472, 125, -0.10021,  0.04416,  0.12077,  0.88503,  0.51683
473, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
474, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
475, 125, -0.10021,  0.04416,  0.12077,  0.88503,  0.51683
476, 126, -0.08159,  0.04869,  0.11545,  0.86679,  0.47199
477, 127, -0.08433,  0.07322,  0.11219,  0.81012,  0.48993
478, 124, -0.10482,  0.07129,  0.11536,  0.82151,  0.53821
479, 126, -0.08159,  0.04869,  0.11545,  0.86679,  0.47199
480, 127, -0.08433,  0.07322,  0.11219,  0.81012,  0.48993
481, 126, -0.08159,  0.04869,  0.11545,  0.86679,  0.47199
482, 128, -0.06408,  0.05258,  0.11192,  0.85013,  0.43026
483, 127, -0.08433,  0.07322,  0.11219,  0.81012,  0.48993
484, 128, -0.06408,  0.05258,  0.11192,  0.85013,  0.43026
485, 129, -0.06657,  0.07525,  0.10891,  0.79887,  0.44806
486, 129, -0.06657,  0.07525,  0.10891,  0.79887,  0.44806
487, 128, -0.06408,  0.05258,  0.11192,  0.85013,  0.43026
488, 130, -0.04296,  0.05836,  0.10477,  0.82465,  0.37976
489, 129, -0.06657,  0.07525,  0.10891,  0.79887,  0.44806
490, 130, -0.04296,  0.05836,  0.10477,  0.82465,  0.37976
491, 131, -0.04565,  0.07866,  0.10355,  0.78142,  0.3989
492, 132, -0.06807,  0.09361,  0.10088,  0.75367,  0.45934
493, 129, -0.06657,  0.07525,  0.10891,  0.79887,  0.44806
494, 131, -0.04565,  0.07866,  0.10355,  0.78142,  0.3989
495, 131, -0.04565,  0.07866,  0.10355,  0.78142,  0.3989
496, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
497, 132, -0.06807,  0.09361,  0.10088,  0.75367,  0.45934
498, 131, -0.04565,  0.07866,  0.10355,  0.78142,  0.3989
499, 130, -0.04296,  0.05836,  0.10477,  0.82465,  0.37976
500, 134, -0.03268,  0.06249,  0.09791,  0.80637,  0.35249
501, 135, -0.03556,  0.08271,  0.0993,  0.76612,  0.37639
502, 131, -0.04565,  0.07866,  0.10355,  0.78142,  0.3989
503, 134, -0.03268,  0.06249,  0.09791,  0.80637,  0.35249
504, 133, -0.04934,  0.09695,  0.09737,  0.74096,  0.41554
505, 131, -0.04565,  0.07866,  0.10355,  0.78142,  0.3989
506, 135, -0.03556,  0.08271,  0.0993,  0.76612,  0.37639
507, 136, -0.0439,  0.03148,  0.10378,  0.88694,  0.36227
508, 130, -0.04296,  0.05836,  0.10477,  0.82465,  0.37976
509, 128, -0.06408,  0.05258,  0.11192,  0.85013,  0.43026
510, 134, -0.03268,  0.06249,  0.09791,  0.80637,  0.35249
511, 130, -0.04296,  0.05836,  0.10477,  0.82465,  0.37976
512, 136, -0.0439,  0.03148,  0.10378,  0.88694,  0.36227
513, 137, -0.07079,  0.02492,  0.11438,  0.91728,  0.43303
514, 136, -0.0439,  0.03148,  0.10378,  0.88694,  0.36227
515, 128, -0.06408,  0.05258,  0.11192,  0.85013,  0.43026
516, 137, -0.07079,  0.02492,  0.11438,  0.91728,  0.43303
517, 128, -0.06408,  0.05258,  0.11192,  0.85013,  0.43026
518, 126, -0.08159,  0.04869,  0.11545,  0.86679,  0.47199
519, 138, -0.0206,  0.04275,  0.09008,  0.83846,  0.30133
520, 134, -0.03268,  0.06249,  0.09791,  0.80637,  0.35249
521, 136, -0.0439,  0.03148,  0.10378,  0.88694,  0.36227
522, 139, -0.0224,  0.02143,  0.08168,  0.88919,  0.27835
523, 138, -0.0206,  0.04275,  0.09008,  0.83846,  0.30133
524, 136, -0.0439,  0.03148,  0.10378,  0.88694,  0.36227
525, 139, -0.0224,  0.02143,  0.08168,  0.88919,  0.27835
526, 140, -0.00697,  0.03329,  0.06536,  0.83363,  0.2258
527, 138, -0.0206,  0.04275,  0.09008,  0.83846,  0.30133
528, 140, -0.00697,  0.03329,  0.06536,  0.83363,  0.2258
529, 141, -0.00412,  0.05345,  0.07134,  0.78535,  0.24849
530, 138, -0.0206,  0.04275,  0.09008,  0.83846,  0.30133
531, 142, -0.0224,  0.06663,  0.09105,  0.78645,  0.32641
532, 138, -0.0206,  0.04275,  0.09008,  0.83846,  0.30133
533, 141, -0.00412,  0.05345,  0.07134,  0.78535,  0.24849
534, 135, -0.03556,  0.08271,  0.0993,  0.76612,  0.37639
535, 134, -0.03268,  0.06249,  0.09791,  0.80637,  0.35249
536, 142, -0.0224,  0.06663,  0.09105,  0.78645,  0.32641
537, 138, -0.0206,  0.04275,  0.09008,  0.83846,  0.30133
538, 142, -0.0224,  0.06663,  0.09105,  0.78645,  0.32641
539, 134, -0.03268,  0.06249,  0.09791,  0.80637,  0.35249
540, 142, -0.0224,  0.06663,  0.09105,  0.78645,  0.32641
541, 141, -0.00412,  0.05345,  0.07134,  0.78535,  0.24849
542, 143, -0.00686,  0.07691,  0.07225,  0.73665,  0.28076
543, 143, -0.00686,  0.07691,  0.07225,  0.73665,  0.28076
544, 141, -0.00412,  0.05345,  0.07134,  0.78535,  0.24849
545, 144,  0.00742,  0.06599,  0.05225,  0.72215,  0.21203
546, 144,  0.00742,  0.06599,  0.05225,  0.72215,  0.21203
547, 145,  0.00568,  0.0874,  0.05377,  0.68255,  0.24872
548, 143, -0.00686,  0.07691,  0.07225,  0.73665,  0.28076
549, 142, -0.0224,  0.06663,  0.09105,  0.78645,  0.32641
550, 143, -0.00686,  0.07691,  0.07225,  0.73665,  0.28076
551, 146, -0.02547,  0.08675,  0.09173,  0.74745,  0.35186
552, 142, -0.0224,  0.06663,  0.09105,  0.78645,  0.32641
553, 146, -0.02547,  0.08675,  0.09173,  0.74745,  0.35186
554, 135, -0.03556,  0.08271,  0.0993,  0.76612,  0.37639
555, 146, -0.02547,  0.08675,  0.09173,  0.74745,  0.35186
556, 143, -0.00686,  0.07691,  0.07225,  0.73665,  0.28076
557, 147, -0.00948,  0.09612,  0.07326,  0.70194,  0.31071
558, 147, -0.00948,  0.09612,  0.07326,  0.70194,  0.31071
559, 143, -0.00686,  0.07691,  0.07225,  0.73665,  0.28076
560, 145,  0.00568,  0.0874,  0.05377,  0.68255,  0.24872
561, 141, -0.00412,  0.05345,  0.07134,  0.78535,  0.24849
562, 140, -0.00697,  0.03329,  0.06536,  0.83363,  0.2258
563, 148,  0.0051,  0.04818,  0.0453,  0.75708,  0.17455
564, 148,  0.0051,  0.04818,  0.0453,  0.75708,  0.17455
565, 144,  0.00742,  0.06599,  0.05225,  0.72215,  0.21203
566, 141, -0.00412,  0.05345,  0.07134,  0.78535,  0.24849
567, 144,  0.00742,  0.06599,  0.05225,  0.72215,  0.21203
568, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
569, 145,  0.00568,  0.0874,  0.05377,  0.68255,  0.24872
570, 145,  0.00568,  0.0874,  0.05377,  0.68255,  0.24872
571, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
572, 150,  0.01435,  0.09776,  0.03715,  0.63029,  0.23142
573, 151,  0.00213,  0.10531,  0.05414,  0.65244,  0.28187
574, 145,  0.00568,  0.0874,  0.05377,  0.68255,  0.24872
575, 150,  0.01435,  0.09776,  0.03715,  0.63029,  0.23142
576, 145,  0.00568,  0.0874,  0.05377,  0.68255,  0.24872
577, 151,  0.00213,  0.10531,  0.05414,  0.65244,  0.28187
578, 147, -0.00948,  0.09612,  0.07326,  0.70194,  0.31071
579, 152, -0.01495,  0.11127,  0.06978,  0.67316,  0.33477
580, 147, -0.00948,  0.09612,  0.07326,  0.70194,  0.31071
581, 151,  0.00213,  0.10531,  0.05414,  0.65244,  0.28187
582, 151,  0.00213,  0.10531,  0.05414,  0.65244,  0.28187
583, 153, -0.00307,  0.11817,  0.0519,  0.63067,  0.30675
584, 152, -0.01495,  0.11127,  0.06978,  0.67316,  0.33477
585, 153, -0.00307,  0.11817,  0.0519,  0.63067,  0.30675
586, 151,  0.00213,  0.10531,  0.05414,  0.65244,  0.28187
587, 154,  0.01077,  0.11449,  0.03665,  0.60252,  0.26486
588, 151,  0.00213,  0.10531,  0.05414,  0.65244,  0.28187
589, 150,  0.01435,  0.09776,  0.03715,  0.63029,  0.23142
590, 154,  0.01077,  0.11449,  0.03665,  0.60252,  0.26486
591, 154,  0.01077,  0.11449,  0.03665,  0.60252,  0.26486
592, 155,  0.00451,  0.1245,  0.0348,  0.58839,  0.28873
593, 153, -0.00307,  0.11817,  0.0519,  0.63067,  0.30675
594, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
595, 155,  0.00451,  0.1245,  0.0348,  0.58839,  0.28873
596, 154,  0.01077,  0.11449,  0.03665,  0.60252,  0.26486
597, 155,  0.00451,  0.1245,  0.0348,  0.58839,  0.28873
598, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
599, 157,  0.00918,  0.13108,  0.02056,  0.55065,  0.28118
600, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
601, 158,  0.01838,  0.13339,  0.00834,  0.51939,  0.26277
602, 157,  0.00918,  0.13108,  0.02056,  0.55065,  0.28118
603, 150,  0.01435,  0.09776,  0.03715,  0.63029,  0.23142
604, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
605, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
606, 154,  0.01077,  0.11449,  0.03665,  0.60252,  0.26486
607, 150,  0.01435,  0.09776,  0.03715,  0.63029,  0.23142
608, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
609, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
610, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
611, 154,  0.01077,  0.11449,  0.03665,  0.60252,  0.26486
612, 148,  0.0051,  0.04818,  0.0453,  0.75708,  0.17455
613, 160,  0.00983,  0.05613,  0.03288,  0.71228,  0.15425
614, 144,  0.00742,  0.06599,  0.05225,  0.72215,  0.21203
615, 144,  0.00742,  0.06599,  0.05225,  0.72215,  0.21203
616, 160,  0.00983,  0.05613,  0.03288,  0.71228,  0.15425
617, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
618, 160,  0.00983,  0.05613,  0.03288,  0.71228,  0.15425
619, 161,  0.01437,  0.06359,  0.01539,  0.65963,  0.12863
620, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
621, 162,  0.01992,  0.08836,  0.01876,  0.61058,  0.17928
622, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
623, 161,  0.01437,  0.06359,  0.01539,  0.65963,  0.12863
624, 149,  0.01443,  0.07776,  0.03567,  0.66637,  0.19308
625, 162,  0.01992,  0.08836,  0.01876,  0.61058,  0.17928
626, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
627, 162,  0.01992,  0.08836,  0.01876,  0.61058,  0.17928
628, 163,  0.02275,  0.09472,  0.00733,  0.57318,  0.16922
629, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
630, 161,  0.01437,  0.06359,  0.01539,  0.65963,  0.12863
631, 163,  0.02275,  0.09472,  0.00733,  0.57318,  0.16922
632, 162,  0.01992,  0.08836,  0.01876,  0.61058,  0.17928
633, 164,  0.02703,  0.12003,  0.00716,  0.52283,  0.22327
634, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
635, 163,  0.02275,  0.09472,  0.00733,  0.57318,  0.16922
636, 159,  0.02252,  0.1109,  0.02003,  0.56863,  0.22317
637, 164,  0.02703,  0.12003,  0.00716,  0.52283,  0.22327
638, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
639, 164,  0.02703,  0.12003,  0.00716,  0.52283,  0.22327
640, 163,  0.02275,  0.09472,  0.00733,  0.57318,  0.16922
641, 165,  0.02442,  0.09714, -9.03050E-07,  0.55342,  0.16075
642, 166,  0.02806,  0.1219, -8.80618E-07,  0.50013,  0.21997
643, 164,  0.02703,  0.12003,  0.00716,  0.52283,  0.22327
644, 165,  0.02442,  0.09714, -9.03050E-07,  0.55342,  0.16075
645, 167,  0.02243,  0.13004,  0.00783,  0.51851,  0.24963
646, 164,  0.02703,  0.12003,  0.00716,  0.52283,  0.22327
647, 166,  0.02806,  0.1219, -8.80618E-07,  0.50013,  0.21997
648, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
649, 164,  0.02703,  0.12003,  0.00716,  0.52283,  0.22327
650, 167,  0.02243,  0.13004,  0.00783,  0.51851,  0.24963
651, 156,  0.01807,  0.12342,  0.02053,  0.5548,  0.25357
652, 167,  0.02243,  0.13004,  0.00783,  0.51851,  0.24963
653, 158,  0.01838,  0.13339,  0.00834,  0.51939,  0.26277
654, 168,  0.02327,  0.13193, -8.81540E-07,  0.50011,  0.25053
655, 167,  0.02243,  0.13004,  0.00783,  0.51851,  0.24963
656, 166,  0.02806,  0.1219, -8.80618E-07,  0.50013,  0.21997
657, 158,  0.01838,  0.13339,  0.00834,  0.51939,  0.26277
658, 167,  0.02243,  0.13004,  0.00783,  0.51851,  0.24963
659, 168,  0.02327,  0.13193, -8.81540E-07,  0.50011,  0.25053
660, 155,  0.00451,  0.1245,  0.0348,  0.58839,  0.28873
661, 157,  0.00918,  0.13108,  0.02056,  0.55065,  0.28118
662, 169, -0.00029,  0.13606,  0.01897,  0.54588,  0.3057
663, 170,  0.00122,  0.13896,  0.00937,  0.52289,  0.30423
664, 169, -0.00029,  0.13606,  0.01897,  0.54588,  0.3057
665, 157,  0.00918,  0.13108,  0.02056,  0.55065,  0.28118
666, 157,  0.00918,  0.13108,  0.02056,  0.55065,  0.28118
667, 171,  0.01058,  0.13548,  0.00928,  0.5225,  0.28178
668, 170,  0.00122,  0.13896,  0.00937,  0.52289,  0.30423
669, 158,  0.01838,  0.13339,  0.00834,  0.51939,  0.26277
670, 171,  0.01058,  0.13548,  0.00928,  0.5225,  0.28178
671, 157,  0.00918,  0.13108,  0.02056,  0.55065,  0.28118
672, 172,  0.01139,  0.13861, -8.96029E-07,  0.5001,  0.28482
673, 171,  0.01058,  0.13548,  0.00928,  0.5225,  0.28178
674, 158,  0.01838,  0.13339,  0.00834,  0.51939,  0.26277
675, 158,  0.01838,  0.13339,  0.00834,  0.51939,  0.26277
676, 173,  0.01936,  0.1356, -8.85309E-07,  0.50011,  0.2652
677, 172,  0.01139,  0.13861, -8.96029E-07,  0.5001,  0.28482
678, 174,  0.00203,  0.14192, -9.08743E-07,  0.50009,  0.30886
679, 170,  0.00122,  0.13896,  0.00937,  0.52289,  0.30423
680, 171,  0.01058,  0.13548,  0.00928,  0.5225,  0.28178
681, 171,  0.01058,  0.13548,  0.00928,  0.5225,  0.28178
682, 172,  0.01139,  0.13861, -8.96029E-07,  0.5001,  0.28482
683, 174,  0.00203,  0.14192, -9.08743E-07,  0.50009,  0.30886
684, 169, -0.00029,  0.13606,  0.01897,  0.54588,  0.3057
685, 170,  0.00122,  0.13896,  0.00937,  0.52289,  0.30423
686, 175, -0.00559,  0.14388,  0.00863,  0.51979,  0.3231
687, 175, -0.00559,  0.14388,  0.00863,  0.51979,  0.3231
688, 176, -0.00744,  0.14091,  0.01801,  0.54215,  0.32473
689, 169, -0.00029,  0.13606,  0.01897,  0.54588,  0.3057
690, 177, -0.0038,  0.13263,  0.03157,  0.57559,  0.31307
691, 169, -0.00029,  0.13606,  0.01897,  0.54588,  0.3057
692, 176, -0.00744,  0.14091,  0.01801,  0.54215,  0.32473
693, 176, -0.00744,  0.14091,  0.01801,  0.54215,  0.32473
694, 178, -0.01103,  0.13802,  0.02847,  0.56613,  0.3323
695, 177, -0.0038,  0.13263,  0.03157,  0.57559,  0.31307
696, 178, -0.01103,  0.13802,  0.02847,  0.56613,  0.3323
697, 176, -0.00744,  0.14091,  0.01801,  0.54215,  0.32473
698, 179, -0.01243,  0.14483,  0.01756,  0.53958,  0.3385
699, 177, -0.0038,  0.13263,  0.03157,  0.57559,  0.31307
700, 178, -0.01103,  0.13802,  0.02847,  0.56613,  0.3323
701, 180, -0.0163,  0.13377,  0.03891,  0.59159,  0.34398
702, 180, -0.0163,  0.13377,  0.03891,  0.59159,  0.34398
703, 181, -0.01026,  0.12741,  0.04554,  0.60916,  0.32722
704, 177, -0.0038,  0.13263,  0.03157,  0.57559,  0.31307
705, 181, -0.01026,  0.12741,  0.04554,  0.60916,  0.32722
706, 180, -0.0163,  0.13377,  0.03891,  0.59159,  0.34398
707, 182, -0.02982,  0.13041,  0.05351,  0.62267,  0.37529
708, 183, -0.03538,  0.13542,  0.0435,  0.5989,  0.38942
709, 182, -0.02982,  0.13041,  0.05351,  0.62267,  0.37529
710, 180, -0.0163,  0.13377,  0.03891,  0.59159,  0.34398
711, 180, -0.0163,  0.13377,  0.03891,  0.59159,  0.34398
712, 184, -0.0219,  0.13991,  0.03125,  0.57216,  0.35944
713, 183, -0.03538,  0.13542,  0.0435,  0.5989,  0.38942
714, 184, -0.0219,  0.13991,  0.03125,  0.57216,  0.35944
715, 180, -0.0163,  0.13377,  0.03891,  0.59159,  0.34398
716, 178, -0.01103,  0.13802,  0.02847,  0.56613,  0.3323
717, 182, -0.02982,  0.13041,  0.05351,  0.62267,  0.37529
718, 183, -0.03538,  0.13542,  0.0435,  0.5989,  0.38942
719, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
720, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
721, 186, -0.04256,  0.12662,  0.06404,  0.64625,  0.40471
722, 182, -0.02982,  0.13041,  0.05351,  0.62267,  0.37529
723, 187, -0.02112,  0.12032,  0.06454,  0.65162,  0.35382
724, 182, -0.02982,  0.13041,  0.05351,  0.62267,  0.37529
725, 186, -0.04256,  0.12662,  0.06404,  0.64625,  0.40471
726, 182, -0.02982,  0.13041,  0.05351,  0.62267,  0.37529
727, 187, -0.02112,  0.12032,  0.06454,  0.65162,  0.35382
728, 181, -0.01026,  0.12741,  0.04554,  0.60916,  0.32722
729, 186, -0.04256,  0.12662,  0.06404,  0.64625,  0.40471
730, 188, -0.03592,  0.11592,  0.07887,  0.68365,  0.38837
731, 187, -0.02112,  0.12032,  0.06454,  0.65162,  0.35382
732, 189, -0.04042,  0.14014,  0.03156,  0.57428,  0.40324
733, 183, -0.03538,  0.13542,  0.0435,  0.5989,  0.38942
734, 184, -0.0219,  0.13991,  0.03125,  0.57216,  0.35944
735, 184, -0.0219,  0.13991,  0.03125,  0.57216,  0.35944
736, 190, -0.0252,  0.14284,  0.02646,  0.55994,  0.36884
737, 189, -0.04042,  0.14014,  0.03156,  0.57428,  0.40324
738, 191, -0.03725,  0.14904,  0.01734,  0.5409,  0.39726
739, 189, -0.04042,  0.14014,  0.03156,  0.57428,  0.40324
740, 190, -0.0252,  0.14284,  0.02646,  0.55994,  0.36884
741, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
742, 183, -0.03538,  0.13542,  0.0435,  0.5989,  0.38942
743, 192, -0.05141,  0.13732,  0.03639,  0.58597,  0.42736
744, 183, -0.03538,  0.13542,  0.0435,  0.5989,  0.38942
745, 189, -0.04042,  0.14014,  0.03156,  0.57428,  0.40324
746, 192, -0.05141,  0.13732,  0.03639,  0.58597,  0.42736
747, 192, -0.05141,  0.13732,  0.03639,  0.58597,  0.42736
748, 189, -0.04042,  0.14014,  0.03156,  0.57428,  0.40324
749, 193, -0.05711,  0.14362,  0.02026,  0.55648,  0.44112
750, 192, -0.05141,  0.13732,  0.03639,  0.58597,  0.42736
751, 193, -0.05711,  0.14362,  0.02026,  0.55648,  0.44112
752, 194, -0.06815,  0.1365,  0.02507,  0.56677,  0.46791
753, 194, -0.06815,  0.1365,  0.02507,  0.56677,  0.46791
754, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
755, 192, -0.05141,  0.13732,  0.03639,  0.58597,  0.42736
756, 185, -0.04743,  0.13262,  0.05057,  0.61631,  0.41679
757, 192, -0.05141,  0.13732,  0.03639,  0.58597,  0.42736
758, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
759, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
760, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
761, 194, -0.06815,  0.1365,  0.02507,  0.56677,  0.46791
762, 194, -0.06815,  0.1365,  0.02507,  0.56677,  0.46791
763, 197, -0.07364,  0.14248,  0.01335,  0.54124,  0.47996
764, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
765, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
766, 197, -0.07364,  0.14248,  0.01335,  0.54124,  0.47996
767, 198, -0.08367,  0.13714,  0.01547,  0.5428,  0.50371
768, 199, -0.09019,  0.12737,  0.03159,  0.5784,  0.51838
769, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
770, 198, -0.08367,  0.13714,  0.01547,  0.5428,  0.50371
771, 198, -0.08367,  0.13714,  0.01547,  0.5428,  0.50371
772, 200, -0.09572,  0.13377,  0.01795,  0.54383,  0.53004
773, 199, -0.09019,  0.12737,  0.03159,  0.5784,  0.51838
774, 201, -0.08487,  0.12203,  0.04585,  0.61307,  0.50715
775, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
776, 199, -0.09019,  0.12737,  0.03159,  0.5784,  0.51838
777, 201, -0.08487,  0.12203,  0.04585,  0.61307,  0.50715
778, 202, -0.07416,  0.1265,  0.043,  0.60563,  0.4821
779, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
780, 202, -0.07416,  0.1265,  0.043,  0.60563,  0.4821
781, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
782, 196, -0.07838,  0.13109,  0.02869,  0.57327,  0.49213
783, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
784, 202, -0.07416,  0.1265,  0.043,  0.60563,  0.4821
785, 201, -0.08487,  0.12203,  0.04585,  0.61307,  0.50715
786, 195, -0.06389,  0.13205,  0.04015,  0.5971,  0.45701
787, 202, -0.07416,  0.1265,  0.043,  0.60563,  0.4821
788, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
789, 201, -0.08487,  0.12203,  0.04585,  0.61307,  0.50715
790, 204, -0.08223,  0.11771,  0.06003,  0.64491,  0.50059
791, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
792, 203, -0.07068,  0.12292,  0.05822,  0.63785,  0.47223
